Feature,SHAP Value,Source
ClsNmCtnIo,-0.0113147247915707,5
MtdNmCtnReplac,-0.0118422737727511,5
ParamDfSiMtdSet,-0.0124581192664346,5
ClsNmCtnSql,-0.0208094354291979,5
ParamDfSiMtdLog,-0.0245439941537347,5
MtdNmCtnLog,-0.0263763759315728,5
MtdFrmClsIoInvkd,-0.0762279131448397,5
ParamTypCtnStr,-0.1190827297895978,5
ParamTypCtnStr,0.172623518295543,6
ClsNmCtnJdbc,0.0464613796665509,6
MtdFrmClsIoInvkd,0.0462417037319167,6
ClsFINAL,0.0443466466868787,6
MtdModPUBLIC,0.0295617932454157,6
MtdCtnParams,0.0279275072757469,6
MtdFrmClsSqlInvkd,0.0213039422314958,6
ClsNmCtnWeb,0.0140630267763486,6
MtdputInvkd,0.0110799393077172,6
MtdNmCtnLog,0.0076700905638119,6
ParamTypCtnStringbuilder,0.0074943356909958,6
ClsNmCtnSecurity,0.0065184377476485,6
MtdHandlInvkd,0.0036166914045285,6
MtdFrmClsNetInvkd,0.0032013979826814,6
MtdNmCtnStream,0.0026687841226698,6
ClsNmCtnInput,0.0025017456139194,6
MtdNmCtnPars,0.0024926266436894,6
ClsNmCtnNet,0.0021389920877061,6
MtdModFINAL,0.00209948464593,6
MtdReplacInvkd,0.0020480864882253,6
ParamTypCtnByte[],0.0016858927270171,6
MtdLoneGetterOrSetter,0.001633134738177,6
ParamDfSiMtdWrit,0.0014863233210398,6
ClsNmCtnManager,0.0012948480388976,6
MtdSetInvkd,0.0012076698418468,6
MtdLogInvkd,0.0010164560791776,6
ParamDfSiMtdStream,0.0008793209582868,6
ParamTypCtnChar[],0.0005548854184833,6
MtdFrmClswebInvkd,0.000377349228725,6
MtdDumpInvkd,0.0002145197117412,6
MtdRunInvkd,0.0002145197117412,6
MtdNmCtnHandl,0.0001293036617138,6
ParamTypCtnDb,0.0001090502738921,6
MtdParsInvkd,3.1725276108618417e-05,6
ParamDfSiMtdHandl,1.4968945732699948e-05,6
MtdNmCtnSend,1.571309337422555e-06,6
ParamDfSiMtdSend,1.530041622279284e-06,6
sink,0.0,6
MtdFrmClsLogInvkd,0.0,6
InnerCls,0.0,6
MtdPrintInvkd,0.0,6
